,Year,Dist Name,Crop,Area(1000 ha),Production(1000 tons),Yield(Kg per ha),Total Rainfall,Avg Temp
28194,1997,Nagpur,SOYABEAN,251.7,181.2,719.9,743.8,22.16
28195,1997,Nagpur,OILSEEDS,283.5,188.0,663.14,743.8,22.16
28196,1997,Nagpur,SUGARCANE,0.85,3.36,3952.94,743.8,22.16
28197,1997,Nagpur,COTTON,58.7,4.81,81.94,743.8,22.16
59179,1997,Nagpur,RICE,53.5,43.6,814.95,743.8,22.16
59181,1997,Nagpur,KHARIF SORGHUM,60.7,53.2,876.44,743.8,22.16
59184,1997,Nagpur,PEARL MILLET,0.1,0.1,1000.0,743.8,22.16
59185,1997,Nagpur,MAIZE,0.3,0.4,1333.33,743.8,22.16
59186,1997,Nagpur,FINGER MILLET,0.0,0.0,0.0,743.8,22.16
59189,1997,Nagpur,PIGEONPEA,49.6,9.1,183.47,743.8,22.16
59190,1997,Nagpur,MINOR PULSES,24.0,8.3,345.83,743.8,22.16
59191,1997,Nagpur,GROUNDNUT,14.9,13.0,872.48,743.8,22.16
59192,1997,Nagpur,SESAMUM,1.3,0.2,153.85,743.8,22.16
59197,1997,Nagpur,SUNFLOWER,0.3,1.1,3666.67,743.8,22.16
59198,1997,Nagpur,SOYABEAN,251.7,181.2,719.9,743.8,22.16
59199,1997,Nagpur,OILSEEDS,283.5,188.0,663.14,743.8,22.16
59200,1997,Nagpur,SUGARCANE,0.85,3.36,3952.94,743.8,22.16
59201,1997,Nagpur,COTTON,58.7,4.81,81.94,743.8,22.16
19803,1997,Nanded,RICE,34.5,20.3,588.41,775.2,21.87
19805,1997,Nanded,KHARIF SORGHUM,208.2,229.1,1100.38,775.2,21.87
19808,1997,Nanded,PEARL MILLET,0.9,0.4,444.44,775.2,21.87
19809,1997,Nanded,MAIZE,0.6,0.9,1500.0,775.2,21.87
19810,1997,Nanded,FINGER MILLET,0.0,0.0,0.0,775.2,21.87
19813,1997,Nanded,PIGEONPEA,43.7,5.7,130.43,775.2,21.87
19814,1997,Nanded,MINOR PULSES,88.5,17.0,192.09,775.2,21.87
19815,1997,Nanded,GROUNDNUT,6.7,4.0,597.01,775.2,21.87
19816,1997,Nanded,SESAMUM,8.1,1.9,234.57,775.2,21.87
19821,1997,Nanded,SUNFLOWER,26.1,11.1,425.29,775.2,21.87
19822,1997,Nanded,SOYABEAN,10.8,11.7,1083.33,775.2,21.87
19823,1997,Nanded,OILSEEDS,67.7,27.2,401.77,775.2,21.87
19824,1997,Nanded,SUGARCANE,9.9,176.95,17873.74,775.2,21.87
19825,1997,Nanded,COTTON,278.9,14.79,53.03,775.2,21.87
50807,1997,Nanded,RICE,34.5,20.3,588.41,775.2,21.87
50809,1997,Nanded,KHARIF SORGHUM,208.2,229.1,1100.38,775.2,21.87
50812,1997,Nanded,PEARL MILLET,0.9,0.4,444.44,775.2,21.87
50813,1997,Nanded,MAIZE,0.6,0.9,1500.0,775.2,21.87
50814,1997,Nanded,FINGER MILLET,0.0,0.0,0.0,775.2,21.87
50817,1997,Nanded,PIGEONPEA,43.7,5.7,130.43,775.2,21.87
50818,1997,Nanded,MINOR PULSES,88.5,17.0,192.09,775.2,21.87
50819,1997,Nanded,GROUNDNUT,6.7,4.0,597.01,775.2,21.87
50820,1997,Nanded,SESAMUM,8.1,1.9,234.57,775.2,21.87
50825,1997,Nanded,SUNFLOWER,26.1,11.1,425.29,775.2,21.87
50826,1997,Nanded,SOYABEAN,10.8,11.7,1083.33,775.2,21.87
50827,1997,Nanded,OILSEEDS,67.7,27.2,401.77,775.2,21.87
50828,1997,Nanded,SUGARCANE,9.9,176.95,17873.74,775.2,21.87
50829,1997,Nanded,COTTON,278.9,14.79,53.03,775.2,21.87
5451,1997,Nasik,RICE,44.2,59.1,1337.1,669.0,20.6328125
5453,1997,Nasik,KHARIF SORGHUM,19.4,23.8,1226.8,669.0,20.6328125
5456,1997,Nasik,PEARL MILLET,337.2,211.6,627.52,669.0,20.6328125
5457,1997,Nasik,MAIZE,16.8,25.1,1494.05,669.0,20.6328125
5458,1997,Nasik,FINGER MILLET,49.5,42.6,860.61,669.0,20.6328125
5461,1997,Nasik,PIGEONPEA,8.5,4.1,482.35,669.0,20.6328125
5462,1997,Nasik,MINOR PULSES,49.5,25.2,509.09,669.0,20.6328125
5463,1997,Nasik,GROUNDNUT,46.3,38.5,831.53,669.0,20.6328125
5464,1997,Nasik,SESAMUM,0.6,0.3,500.0,669.0,20.6328125
5469,1997,Nasik,SUNFLOWER,1.0,0.9,900.0,669.0,20.6328125
5470,1997,Nasik,SOYABEAN,2.6,2.7,1038.46,669.0,20.6328125
5471,1997,Nasik,OILSEEDS,73.5,52.9,719.73,669.0,20.6328125
5472,1997,Nasik,SUGARCANE,12.4,117.12,9445.16,669.0,20.6328125
5473,1997,Nasik,COTTON,6.0,0.92,153.33,669.0,20.6328125
36455,1997,Nasik,RICE,44.2,59.1,1337.1,669.0,20.6328125
36457,1997,Nasik,KHARIF SORGHUM,19.4,23.8,1226.8,669.0,20.6328125
36460,1997,Nasik,PEARL MILLET,337.2,211.6,627.52,669.0,20.6328125
36461,1997,Nasik,MAIZE,16.8,25.1,1494.05,669.0,20.6328125
36462,1997,Nasik,FINGER MILLET,49.5,42.6,860.61,669.0,20.6328125
36465,1997,Nasik,PIGEONPEA,8.5,4.1,482.35,669.0,20.6328125
36466,1997,Nasik,MINOR PULSES,49.5,25.2,509.09,669.0,20.6328125
36467,1997,Nasik,GROUNDNUT,46.3,38.5,831.53,669.0,20.6328125
36468,1997,Nasik,SESAMUM,0.6,0.3,500.0,669.0,20.6328125
36473,1997,Nasik,SUNFLOWER,1.0,0.9,900.0,669.0,20.6328125
36474,1997,Nasik,SOYABEAN,2.6,2.7,1038.46,669.0,20.6328125
36475,1997,Nasik,OILSEEDS,73.5,52.9,719.73,669.0,20.6328125
36476,1997,Nasik,SUGARCANE,12.4,117.12,9445.16,669.0,20.6328125
36477,1997,Nasik,COTTON,6.0,0.92,153.33,669.0,20.6328125
20999,1997,Osmanabad,RICE,37.5,10.2,272.0,352.9,20.28875
21001,1997,Osmanabad,KHARIF SORGHUM,266.1,241.8,908.68,352.9,20.28875
21004,1997,Osmanabad,PEARL MILLET,27.1,8.9,328.41,352.9,20.28875
21005,1997,Osmanabad,MAIZE,7.2,5.6,777.78,352.9,20.28875
21006,1997,Osmanabad,FINGER MILLET,0.1,0.1,1000.0,352.9,20.28875
21009,1997,Osmanabad,PIGEONPEA,145.5,6.2,42.61,352.9,20.28875
21010,1997,Osmanabad,MINOR PULSES,168.9,30.1,178.21,352.9,20.28875
21011,1997,Osmanabad,GROUNDNUT,37.5,13.0,346.67,352.9,20.28875
21012,1997,Osmanabad,SESAMUM,22.6,4.3,190.27,352.9,20.28875
21017,1997,Osmanabad,SUNFLOWER,155.0,41.8,269.68,352.9,20.28875
21018,1997,Osmanabad,SOYABEAN,25.2,13.6,539.68,352.9,20.28875
21019,1997,Osmanabad,OILSEEDS,353.2,69.2,195.92,352.9,20.28875
21020,1997,Osmanabad,SUGARCANE,14.4,158.02,10973.61,352.9,20.28875
21021,1997,Osmanabad,COTTON,33.7,2.59,76.85,352.9,20.28875
52003,1997,Osmanabad,RICE,37.5,10.2,272.0,352.9,20.28875
52005,1997,Osmanabad,KHARIF SORGHUM,266.1,241.8,908.68,352.9,20.28875
52008,1997,Osmanabad,PEARL MILLET,27.1,8.9,328.41,352.9,20.28875
52009,1997,Osmanabad,MAIZE,7.2,5.6,777.78,352.9,20.28875
52010,1997,Osmanabad,FINGER MILLET,0.1,0.1,1000.0,352.9,20.28875
52013,1997,Osmanabad,PIGEONPEA,145.5,6.2,42.61,352.9,20.28875
52014,1997,Osmanabad,MINOR PULSES,168.9,30.1,178.21,352.9,20.28875
52015,1997,Osmanabad,GROUNDNUT,37.5,13.0,346.67,352.9,20.28875
52016,1997,Osmanabad,SESAMUM,22.6,4.3,190.27,352.9,20.28875
52021,1997,Osmanabad,SUNFLOWER,155.0,41.8,269.68,352.9,20.28875
52022,1997,Osmanabad,SOYABEAN,25.2,13.6,539.68,352.9,20.28875
52023,1997,Osmanabad,OILSEEDS,353.2,69.2,195.92,352.9,20.28875
52024,1997,Osmanabad,SUGARCANE,14.4,158.02,10973.61,352.9,20.28875
52025,1997,Osmanabad,COTTON,33.7,2.59,76.85,352.9,20.28875
17411,1997,Parbhani,RICE,15.2,7.0,460.53,405.0,21.3946875
17413,1997,Parbhani,KHARIF SORGHUM,184.4,258.0,1399.13,405.0,21.3946875
17416,1997,Parbhani,PEARL MILLET,9.4,4.3,457.45,405.0,21.3946875
17417,1997,Parbhani,MAIZE,1.5,2.2,1466.67,405.0,21.3946875
17418,1997,Parbhani,FINGER MILLET,0.0,0.0,0.0,405.0,21.3946875
17421,1997,Parbhani,PIGEONPEA,73.0,3.6,49.32,405.0,21.3946875
17422,1997,Parbhani,MINOR PULSES,104.8,8.3,79.2,405.0,21.3946875
17423,1997,Parbhani,GROUNDNUT,15.0,12.1,806.67,405.0,21.3946875
17424,1997,Parbhani,SESAMUM,7.0,1.4,200.0,405.0,21.3946875
17429,1997,Parbhani,SUNFLOWER,25.8,9.8,379.84,405.0,21.3946875
17430,1997,Parbhani,SOYABEAN,12.4,13.4,1080.65,405.0,21.3946875
17431,1997,Parbhani,OILSEEDS,147.1,33.7,229.1,405.0,21.3946875
17432,1997,Parbhani,SUGARCANE,13.4,115.9,8649.25,405.0,21.3946875
17433,1997,Parbhani,COTTON,283.2,27.47,97.0,405.0,21.3946875
48415,1997,Parbhani,RICE,15.2,7.0,460.53,405.0,21.3946875
48417,1997,Parbhani,KHARIF SORGHUM,184.4,258.0,1399.13,405.0,21.3946875
48420,1997,Parbhani,PEARL MILLET,9.4,4.3,457.45,405.0,21.3946875
48421,1997,Parbhani,MAIZE,1.5,2.2,1466.67,405.0,21.3946875
48422,1997,Parbhani,FINGER MILLET,0.0,0.0,0.0,405.0,21.3946875
48425,1997,Parbhani,PIGEONPEA,73.0,3.6,49.32,405.0,21.3946875
48426,1997,Parbhani,MINOR PULSES,104.8,8.3,79.2,405.0,21.3946875
48427,1997,Parbhani,GROUNDNUT,15.0,12.1,806.67,405.0,21.3946875
48428,1997,Parbhani,SESAMUM,7.0,1.4,200.0,405.0,21.3946875
48433,1997,Parbhani,SUNFLOWER,25.8,9.8,379.84,405.0,21.3946875
48434,1997,Parbhani,SOYABEAN,12.4,13.4,1080.65,405.0,21.3946875
48435,1997,Parbhani,OILSEEDS,147.1,33.7,229.1,405.0,21.3946875
48436,1997,Parbhani,SUGARCANE,13.4,115.9,8649.25,405.0,21.3946875
48437,1997,Parbhani,COTTON,283.2,27.47,97.0,405.0,21.3946875
10235,1997,Pune,RICE,64.9,71.7,1104.78,465.1,20.3653125
10237,1997,Pune,KHARIF SORGHUM,6.2,7.7,1241.94,465.1,20.3653125
10240,1997,Pune,PEARL MILLET,142.8,117.9,825.63,465.1,20.3653125
10241,1997,Pune,MAIZE,15.1,22.6,1496.69,465.1,20.3653125
10242,1997,Pune,FINGER MILLET,11.3,9.1,805.31,465.1,20.3653125
10245,1997,Pune,PIGEONPEA,4.3,3.2,744.19,465.1,20.3653125
10246,1997,Pune,MINOR PULSES,26.4,8.5,321.97,465.1,20.3653125
10247,1997,Pune,GROUNDNUT,50.0,69.0,1380.0,465.1,20.3653125
10248,1997,Pune,SESAMUM,2.9,0.4,137.93,465.1,20.3653125
10253,1997,Pune,SUNFLOWER,4.7,1.7,361.7,465.1,20.3653125
10254,1997,Pune,SOYABEAN,1.5,1.2,800.0,465.1,20.3653125
10255,1997,Pune,OILSEEDS,89.0,73.6,826.97,465.1,20.3653125
10256,1997,Pune,SUGARCANE,40.4,407.62,10089.6,465.1,20.3653125
10257,1997,Pune,COTTON,0.2,0.1,500.0,465.1,20.3653125
41239,1997,Pune,RICE,64.9,71.7,1104.78,465.1,20.3653125
41241,1997,Pune,KHARIF SORGHUM,6.2,7.7,1241.94,465.1,20.3653125
41244,1997,Pune,PEARL MILLET,142.8,117.9,825.63,465.1,20.3653125
41245,1997,Pune,MAIZE,15.1,22.6,1496.69,465.1,20.3653125
41246,1997,Pune,FINGER MILLET,11.3,9.1,805.31,465.1,20.3653125
41249,1997,Pune,PIGEONPEA,4.3,3.2,744.19,465.1,20.3653125
41250,1997,Pune,MINOR PULSES,26.4,8.5,321.97,465.1,20.3653125
41251,1997,Pune,GROUNDNUT,50.0,69.0,1380.0,465.1,20.3653125
41252,1997,Pune,SESAMUM,2.9,0.4,137.93,465.1,20.3653125
41257,1997,Pune,SUNFLOWER,4.7,1.7,361.7,465.1,20.3653125
41258,1997,Pune,SOYABEAN,1.5,1.2,800.0,465.1,20.3653125
41259,1997,Pune,OILSEEDS,89.0,73.6,826.97,465.1,20.3653125
41260,1997,Pune,SUGARCANE,40.4,407.62,10089.6,465.1,20.3653125
41261,1997,Pune,COTTON,0.2,0.1,500.0,465.1,20.3653125
3059,1997,Raigad,RICE,139.0,351.8,2530.94,,
3061,1997,Raigad,KHARIF SORGHUM,0.0,0.0,0.0,,
3064,1997,Raigad,PEARL MILLET,0.0,0.0,0.0,,
3065,1997,Raigad,MAIZE,0.0,0.0,0.0,,
3066,1997,Raigad,FINGER MILLET,11.4,8.8,771.93,,
3069,1997,Raigad,PIGEONPEA,1.2,0.6,500.0,,
3070,1997,Raigad,MINOR PULSES,6.4,3.2,500.0,,
3071,1997,Raigad,GROUNDNUT,0.1,0.1,1000.0,,
3072,1997,Raigad,SESAMUM,0.3,0.1,333.33,,
3077,1997,Raigad,SUNFLOWER,0.0,0.0,0.0,,
3078,1997,Raigad,SOYABEAN,0.0,0.0,0.0,,
3079,1997,Raigad,OILSEEDS,2.5,0.6,240.0,,
3080,1997,Raigad,SUGARCANE,0.0,0.0,0.0,,
3081,1997,Raigad,COTTON,0.0,0.0,0.0,,
34063,1997,Raigad,RICE,139.0,351.8,2530.94,,
34065,1997,Raigad,KHARIF SORGHUM,0.0,0.0,0.0,,
34068,1997,Raigad,PEARL MILLET,0.0,0.0,0.0,,
34069,1997,Raigad,MAIZE,0.0,0.0,0.0,,
34070,1997,Raigad,FINGER MILLET,11.4,8.8,771.93,,
34073,1997,Raigad,PIGEONPEA,1.2,0.6,500.0,,
34074,1997,Raigad,MINOR PULSES,6.4,3.2,500.0,,
34075,1997,Raigad,GROUNDNUT,0.1,0.1,1000.0,,
34076,1997,Raigad,SESAMUM,0.3,0.1,333.33,,
34081,1997,Raigad,SUNFLOWER,0.0,0.0,0.0,,
34082,1997,Raigad,SOYABEAN,0.0,0.0,0.0,,
34083,1997,Raigad,OILSEEDS,2.5,0.6,240.0,,
34084,1997,Raigad,SUGARCANE,0.0,0.0,0.0,,
34085,1997,Raigad,COTTON,0.0,0.0,0.0,,
4255,1997,Ratnagiri,RICE,154.1,377.1,2447.11,2069.1,23.1353125
4257,1997,Ratnagiri,KHARIF SORGHUM,0.0,0.0,0.0,2069.1,23.1353125
4260,1997,Ratnagiri,PEARL MILLET,0.0,0.0,0.0,2069.1,23.1353125
4261,1997,Ratnagiri,MAIZE,0.0,0.0,0.0,2069.1,23.1353125
4262,1997,Ratnagiri,FINGER MILLET,23.6,26.8,1135.59,2069.1,23.1353125
4265,1997,Ratnagiri,PIGEONPEA,0.5,0.2,400.0,2069.1,23.1353125
4266,1997,Ratnagiri,MINOR PULSES,4.8,2.5,520.83,2069.1,23.1353125
4267,1997,Ratnagiri,GROUNDNUT,4.0,6.6,1650.0,2069.1,23.1353125
4268,1997,Ratnagiri,SESAMUM,0.1,0.1,1000.0,2069.1,23.1353125
4273,1997,Ratnagiri,SUNFLOWER,0.0,0.0,0.0,2069.1,23.1353125
4274,1997,Ratnagiri,SOYABEAN,0.0,0.0,0.0,2069.1,23.1353125
4275,1997,Ratnagiri,OILSEEDS,17.7,9.9,559.32,2069.1,23.1353125
4276,1997,Ratnagiri,SUGARCANE,0.1,1.75,17500.0,2069.1,23.1353125
4277,1997,Ratnagiri,COTTON,0.0,0.0,0.0,2069.1,23.1353125
35259,1997,Ratnagiri,RICE,154.1,377.1,2447.11,2069.1,23.1353125
35261,1997,Ratnagiri,KHARIF SORGHUM,0.0,0.0,0.0,2069.1,23.1353125
35264,1997,Ratnagiri,PEARL MILLET,0.0,0.0,0.0,2069.1,23.1353125
35265,1997,Ratnagiri,MAIZE,0.0,0.0,0.0,2069.1,23.1353125
35266,1997,Ratnagiri,FINGER MILLET,23.6,26.8,1135.59,2069.1,23.1353125
35269,1997,Ratnagiri,PIGEONPEA,0.5,0.2,400.0,2069.1,23.1353125
35270,1997,Ratnagiri,MINOR PULSES,4.8,2.5,520.83,2069.1,23.1353125
35271,1997,Ratnagiri,GROUNDNUT,4.0,6.6,1650.0,2069.1,23.1353125
35272,1997,Ratnagiri,SESAMUM,0.1,0.1,1000.0,2069.1,23.1353125
35277,1997,Ratnagiri,SUNFLOWER,0.0,0.0,0.0,2069.1,23.1353125
35278,1997,Ratnagiri,SOYABEAN,0.0,0.0,0.0,2069.1,23.1353125
35279,1997,Ratnagiri,OILSEEDS,17.7,9.9,559.32,2069.1,23.1353125
35280,1997,Ratnagiri,SUGARCANE,0.1,1.75,17500.0,2069.1,23.1353125
35281,1997,Ratnagiri,COTTON,0.0,0.0,0.0,2069.1,23.1353125
12627,1997,Sangli,RICE,15.5,31.9,2058.06,377.9,20.68
12629,1997,Sangli,KHARIF SORGHUM,126.1,146.1,1158.6,377.9,20.68
12632,1997,Sangli,PEARL MILLET,112.9,58.5,518.16,377.9,20.68
12633,1997,Sangli,MAIZE,9.3,13.9,1494.62,377.9,20.68
12634,1997,Sangli,FINGER MILLET,0.7,0.7,1000.0,377.9,20.68
12637,1997,Sangli,PIGEONPEA,11.2,2.8,250.0,377.9,20.68
12638,1997,Sangli,MINOR PULSES,64.2,21.9,341.12,377.9,20.68
12639,1997,Sangli,GROUNDNUT,34.0,33.2,976.47,377.9,20.68
12640,1997,Sangli,SESAMUM,0.2,0.1,500.0,377.9,20.68
12645,1997,Sangli,SUNFLOWER,6.3,3.3,523.81,377.9,20.68
12646,1997,Sangli,SOYABEAN,48.0,57.9,1206.25,377.9,20.68
12647,1997,Sangli,OILSEEDS,93.8,112.6,1200.43,377.9,20.68
12648,1997,Sangli,SUGARCANE,43.6,406.32,9319.27,377.9,20.68
12649,1997,Sangli,COTTON,2.3,0.92,400.0,377.9,20.68
43631,1997,Sangli,RICE,15.5,31.9,2058.06,377.9,20.68
43633,1997,Sangli,KHARIF SORGHUM,126.1,146.1,1158.6,377.9,20.68
43636,1997,Sangli,PEARL MILLET,112.9,58.5,518.16,377.9,20.68
43637,1997,Sangli,MAIZE,9.3,13.9,1494.62,377.9,20.68
43638,1997,Sangli,FINGER MILLET,0.7,0.7,1000.0,377.9,20.68
43641,1997,Sangli,PIGEONPEA,11.2,2.8,250.0,377.9,20.68
43642,1997,Sangli,MINOR PULSES,64.2,21.9,341.12,377.9,20.68
43643,1997,Sangli,GROUNDNUT,34.0,33.2,976.47,377.9,20.68
43644,1997,Sangli,SESAMUM,0.2,0.1,500.0,377.9,20.68
43649,1997,Sangli,SUNFLOWER,6.3,3.3,523.81,377.9,20.68
43650,1997,Sangli,SOYABEAN,48.0,57.9,1206.25,377.9,20.68
43651,1997,Sangli,OILSEEDS,93.8,112.6,1200.43,377.9,20.68
43652,1997,Sangli,SUGARCANE,43.6,406.32,9319.27,377.9,20.68
43653,1997,Sangli,COTTON,2.3,0.92,400.0,377.9,20.68
11431,1997,Satara,RICE,37.1,58.0,1563.34,749.6,20.1584375
11433,1997,Satara,KHARIF SORGHUM,75.5,108.4,1435.76,749.6,20.1584375
11436,1997,Satara,PEARL MILLET,99.5,44.8,450.25,749.6,20.1584375
11437,1997,Satara,MAIZE,5.5,8.2,1490.91,749.6,20.1584375
11438,1997,Satara,FINGER MILLET,8.0,7.7,962.5,749.6,20.1584375
11441,1997,Satara,PIGEONPEA,6.9,1.7,246.38,749.6,20.1584375
11442,1997,Satara,MINOR PULSES,95.8,39.6,413.36,749.6,20.1584375
11443,1997,Satara,GROUNDNUT,49.7,68.3,1374.25,749.6,20.1584375
11444,1997,Satara,SESAMUM,0.0,0.0,0.0,749.6,20.1584375
11449,1997,Satara,SUNFLOWER,2.0,1.3,650.0,749.6,20.1584375
11450,1997,Satara,SOYABEAN,11.8,16.5,1398.31,749.6,20.1584375
11451,1997,Satara,OILSEEDS,70.7,96.3,1362.09,749.6,20.1584375
11452,1997,Satara,SUGARCANE,46.7,476.64,10206.42,749.6,20.1584375
11453,1997,Satara,COTTON,5.0,1.99,398.0,749.6,20.1584375
42435,1997,Satara,RICE,37.1,58.0,1563.34,749.6,20.1584375
42437,1997,Satara,KHARIF SORGHUM,75.5,108.4,1435.76,749.6,20.1584375
42440,1997,Satara,PEARL MILLET,99.5,44.8,450.25,749.6,20.1584375
42441,1997,Satara,MAIZE,5.5,8.2,1490.91,749.6,20.1584375
42442,1997,Satara,FINGER MILLET,8.0,7.7,962.5,749.6,20.1584375
42445,1997,Satara,PIGEONPEA,6.9,1.7,246.38,749.6,20.1584375
42446,1997,Satara,MINOR PULSES,95.8,39.6,413.36,749.6,20.1584375
42447,1997,Satara,GROUNDNUT,49.7,68.3,1374.25,749.6,20.1584375
42448,1997,Satara,SESAMUM,0.0,0.0,0.0,749.6,20.1584375
42453,1997,Satara,SUNFLOWER,2.0,1.3,650.0,749.6,20.1584375
42454,1997,Satara,SOYABEAN,11.8,16.5,1398.31,749.6,20.1584375
42455,1997,Satara,OILSEEDS,70.7,96.3,1362.09,749.6,20.1584375
42456,1997,Satara,SUGARCANE,46.7,476.64,10206.42,749.6,20.1584375
42457,1997,Satara,COTTON,5.0,1.99,398.0,749.6,20.1584375
13823,1997,Solapur,RICE,2.2,2.4,1090.91,355.8,21.298125
13825,1997,Solapur,KHARIF SORGHUM,1.3,1.3,1000.0,355.8,21.298125
13828,1997,Solapur,PEARL MILLET,23.4,12.0,512.82,355.8,21.298125
13829,1997,Solapur,MAIZE,16.7,25.0,1497.01,355.8,21.298125
13830,1997,Solapur,FINGER MILLET,0.0,0.0,0.0,355.8,21.298125
13833,1997,Solapur,PIGEONPEA,34.1,3.7,108.5,355.8,21.298125
13834,1997,Solapur,MINOR PULSES,32.7,8.5,259.94,355.8,21.298125
13835,1997,Solapur,GROUNDNUT,43.0,30.6,711.63,355.8,21.298125
13836,1997,Solapur,SESAMUM,0.7,0.1,142.86,355.8,21.298125
13841,1997,Solapur,SUNFLOWER,58.7,22.7,386.71,355.8,21.298125
13842,1997,Solapur,SOYABEAN,1.6,1.3,812.5,355.8,21.298125
13843,1997,Solapur,OILSEEDS,130.6,48.3,369.83,355.8,21.298125
13844,1997,Solapur,SUGARCANE,49.0,391.95,7998.98,355.8,21.298125
13845,1997,Solapur,COTTON,5.7,1.62,284.21,355.8,21.298125
44827,1997,Solapur,RICE,2.2,2.4,1090.91,355.8,21.298125
44829,1997,Solapur,KHARIF SORGHUM,1.3,1.3,1000.0,355.8,21.298125
44832,1997,Solapur,PEARL MILLET,23.4,12.0,512.82,355.8,21.298125
44833,1997,Solapur,MAIZE,16.7,25.0,1497.01,355.8,21.298125
44834,1997,Solapur,FINGER MILLET,0.0,0.0,0.0,355.8,21.298125
44837,1997,Solapur,PIGEONPEA,34.1,3.7,108.5,355.8,21.298125
44838,1997,Solapur,MINOR PULSES,32.7,8.5,259.94,355.8,21.298125
44839,1997,Solapur,GROUNDNUT,43.0,30.6,711.63,355.8,21.298125
44840,1997,Solapur,SESAMUM,0.7,0.1,142.86,355.8,21.298125
44845,1997,Solapur,SUNFLOWER,58.7,22.7,386.71,355.8,21.298125
44846,1997,Solapur,SOYABEAN,1.6,1.3,812.5,355.8,21.298125
44847,1997,Solapur,OILSEEDS,130.6,48.3,369.83,355.8,21.298125
44848,1997,Solapur,SUGARCANE,49.0,391.95,7998.98,355.8,21.298125
44849,1997,Solapur,COTTON,5.7,1.62,284.21,355.8,21.298125
1863,1997,Thane,RICE,151.8,357.5,2355.07,2635.6,23.24
1865,1997,Thane,KHARIF SORGHUM,0.3,0.5,1666.67,2635.6,23.24
1868,1997,Thane,PEARL MILLET,0.0,0.0,0.0,2635.6,23.24
1869,1997,Thane,MAIZE,0.0,0.0,0.0,2635.6,23.24
1870,1997,Thane,FINGER MILLET,19.9,15.8,793.97,2635.6,23.24
1873,1997,Thane,PIGEONPEA,3.0,1.5,500.0,2635.6,23.24
1874,1997,Thane,MINOR PULSES,8.2,5.6,682.93,2635.6,23.24
1875,1997,Thane,GROUNDNUT,0.3,0.4,1333.33,2635.6,23.24
1876,1997,Thane,SESAMUM,0.3,0.2,666.67,2635.6,23.24
1881,1997,Thane,SUNFLOWER,0.0,0.0,0.0,2635.6,23.24
1882,1997,Thane,SOYABEAN,0.0,0.0,0.0,2635.6,23.24
1883,1997,Thane,OILSEEDS,4.4,1.9,431.82,2635.6,23.24
1884,1997,Thane,SUGARCANE,0.0,0.0,0.0,2635.6,23.24
1885,1997,Thane,COTTON,0.0,0.0,0.0,2635.6,23.24
32867,1997,Thane,RICE,151.8,357.5,2355.07,2635.6,23.24
32869,1997,Thane,KHARIF SORGHUM,0.3,0.5,1666.67,2635.6,23.24
32872,1997,Thane,PEARL MILLET,0.0,0.0,0.0,2635.6,23.24
32873,1997,Thane,MAIZE,0.0,0.0,0.0,2635.6,23.24
32874,1997,Thane,FINGER MILLET,19.9,15.8,793.97,2635.6,23.24
32877,1997,Thane,PIGEONPEA,3.0,1.5,500.0,2635.6,23.24
32878,1997,Thane,MINOR PULSES,8.2,5.6,682.93,2635.6,23.24
32879,1997,Thane,GROUNDNUT,0.3,0.4,1333.33,2635.6,23.24
32880,1997,Thane,SESAMUM,0.3,0.2,666.67,2635.6,23.24
32885,1997,Thane,SUNFLOWER,0.0,0.0,0.0,2635.6,23.24
32886,1997,Thane,SOYABEAN,0.0,0.0,0.0,2635.6,23.24
32887,1997,Thane,OILSEEDS,4.4,1.9,431.82,2635.6,23.24
32888,1997,Thane,SUGARCANE,0.0,0.0,0.0,2635.6,23.24
32889,1997,Thane,COTTON,0.0,0.0,0.0,2635.6,23.24
26979,1997,Wardha,RICE,0.8,0.4,500.0,776.6,22.3128125
26981,1997,Wardha,KHARIF SORGHUM,64.1,48.6,758.19,776.6,22.3128125
26984,1997,Wardha,PEARL MILLET,0.2,0.1,500.0,776.6,22.3128125
26985,1997,Wardha,MAIZE,0.0,0.0,0.0,776.6,22.3128125
26986,1997,Wardha,FINGER MILLET,0.0,0.0,0.0,776.6,22.3128125
26989,1997,Wardha,PIGEONPEA,51.1,16.1,315.07,776.6,22.3128125
26990,1997,Wardha,MINOR PULSES,3.2,1.2,375.0,776.6,22.3128125
26991,1997,Wardha,GROUNDNUT,6.5,3.6,553.85,776.6,22.3128125
26992,1997,Wardha,SESAMUM,2.8,0.2,71.43,776.6,22.3128125
26997,1997,Wardha,SUNFLOWER,0.8,0.1,125.0,776.6,22.3128125
26998,1997,Wardha,SOYABEAN,99.7,92.6,928.79,776.6,22.3128125
26999,1997,Wardha,OILSEEDS,114.0,109.7,962.28,776.6,22.3128125
27000,1997,Wardha,SUGARCANE,1.2,16.54,13783.33,776.6,22.3128125
27001,1997,Wardha,COTTON,152.0,11.41,75.07,776.6,22.3128125
57983,1997,Wardha,RICE,0.8,0.4,500.0,776.6,22.3128125
57985,1997,Wardha,KHARIF SORGHUM,64.1,48.6,758.19,776.6,22.3128125
57988,1997,Wardha,PEARL MILLET,0.2,0.1,500.0,776.6,22.3128125
57989,1997,Wardha,MAIZE,0.0,0.0,0.0,776.6,22.3128125
57990,1997,Wardha,FINGER MILLET,0.0,0.0,0.0,776.6,22.3128125
