,Year,Dist Name,Crop,Area(1000 ha),Production(1000 tons),Yield(Kg per ha),Total Rainfall,Avg Temp
48785,2013,Parbhani,KHARIF SORGHUM,126.2,133.6,1058.64,791.4,21.794375
48788,2013,Parbhani,PEARL MILLET,3.2,2.0,625.0,791.4,21.794375
48789,2013,Parbhani,MAIZE,4.9,7.0,1428.57,791.4,21.794375
48790,2013,Parbhani,FINGER MILLET,0.0,0.0,0.0,791.4,21.794375
48793,2013,Parbhani,PIGEONPEA,109.4,86.1,787.02,791.4,21.794375
48794,2013,Parbhani,MINOR PULSES,97.3,48.2,495.38,791.4,21.794375
48795,2013,Parbhani,GROUNDNUT,10.4,10.6,1019.23,791.4,21.794375
48796,2013,Parbhani,SESAMUM,6.1,1.47,240.98,791.4,21.794375
48801,2013,Parbhani,SUNFLOWER,3.6,1.9,527.78,791.4,21.794375
48802,2013,Parbhani,SOYABEAN,309.0,360.5,1166.67,791.4,21.794375
48803,2013,Parbhani,OILSEEDS,440.4,468.7,1064.26,791.4,21.794375
48804,2013,Parbhani,SUGARCANE,43.1,306.62,7114.15,791.4,21.794375
48805,2013,Parbhani,COTTON,361.9,135.25,373.72,791.4,21.794375
10603,2013,Pune,RICE,82.1,153.2,1866.02,791.5,20.320625
10605,2013,Pune,KHARIF SORGHUM,3.2,2.7,843.75,791.5,20.320625
10608,2013,Pune,PEARL MILLET,49.8,41.6,835.34,791.5,20.320625
10609,2013,Pune,MAIZE,31.9,91.9,2880.88,791.5,20.320625
10610,2013,Pune,FINGER MILLET,10.6,13.6,1283.02,791.5,20.320625
10613,2013,Pune,PIGEONPEA,4.2,2.4,571.43,791.5,20.320625
10614,2013,Pune,MINOR PULSES,6.9,1.0,144.93,791.5,20.320625
10615,2013,Pune,GROUNDNUT,54.1,52.3,966.73,791.5,20.320625
10616,2013,Pune,SESAMUM,1.3,0.4,307.69,791.5,20.320625
10621,2013,Pune,SUNFLOWER,1.6,0.9,562.5,791.5,20.320625
10622,2013,Pune,SOYABEAN,6.9,26.8,3884.06,791.5,20.320625
10623,2013,Pune,OILSEEDS,42.0,58.8,1400.0,791.5,20.320625
10624,2013,Pune,SUGARCANE,143.9,1696.35,11788.4,791.5,20.320625
10625,2013,Pune,COTTON,0.0,0.0,0.0,791.5,20.320625
41607,2013,Pune,RICE,82.1,153.2,1866.02,791.5,20.320625
41609,2013,Pune,KHARIF SORGHUM,3.2,2.7,843.75,791.5,20.320625
41612,2013,Pune,PEARL MILLET,49.8,41.6,835.34,791.5,20.320625
41613,2013,Pune,MAIZE,31.9,91.9,2880.88,791.5,20.320625
41614,2013,Pune,FINGER MILLET,10.6,13.6,1283.02,791.5,20.320625
41617,2013,Pune,PIGEONPEA,4.2,2.4,571.43,791.5,20.320625
41618,2013,Pune,MINOR PULSES,6.9,1.0,144.93,791.5,20.320625
41619,2013,Pune,GROUNDNUT,54.1,52.3,966.73,791.5,20.320625
41620,2013,Pune,SESAMUM,1.3,0.4,307.69,791.5,20.320625
41625,2013,Pune,SUNFLOWER,1.6,0.9,562.5,791.5,20.320625
41626,2013,Pune,SOYABEAN,6.9,26.8,3884.06,791.5,20.320625
41627,2013,Pune,OILSEEDS,42.0,58.8,1400.0,791.5,20.320625
41628,2013,Pune,SUGARCANE,143.9,1696.35,11788.4,791.5,20.320625
41629,2013,Pune,COTTON,0.0,0.0,0.0,791.5,20.320625
3427,2013,Raigad,RICE,127.9,365.9,2860.83,,
3429,2013,Raigad,KHARIF SORGHUM,0.0,0.0,0.0,,
3432,2013,Raigad,PEARL MILLET,0.0,0.0,0.0,,
3433,2013,Raigad,MAIZE,0.0,0.0,0.0,,
3434,2013,Raigad,FINGER MILLET,11.1,9.4,846.85,,
3437,2013,Raigad,PIGEONPEA,0.6,0.3,500.0,,
3438,2013,Raigad,MINOR PULSES,7.9,4.0,506.33,,
3439,2013,Raigad,GROUNDNUT,0.2,0.6,3000.0,,
3440,2013,Raigad,SESAMUM,0.0,0.0,0.0,,
3445,2013,Raigad,SUNFLOWER,0.0,0.0,0.0,,
3446,2013,Raigad,SOYABEAN,0.0,0.0,0.0,,
3447,2013,Raigad,OILSEEDS,0.2,0.4,2000.0,,
3448,2013,Raigad,SUGARCANE,0.0,0.0,0.0,,
3449,2013,Raigad,COTTON,0.0,0.0,0.0,,
34431,2013,Raigad,RICE,127.9,365.9,2860.83,,
34433,2013,Raigad,KHARIF SORGHUM,0.0,0.0,0.0,,
34436,2013,Raigad,PEARL MILLET,0.0,0.0,0.0,,
34437,2013,Raigad,MAIZE,0.0,0.0,0.0,,
34438,2013,Raigad,FINGER MILLET,11.1,9.4,846.85,,
34441,2013,Raigad,PIGEONPEA,0.6,0.3,500.0,,
34442,2013,Raigad,MINOR PULSES,7.9,4.0,506.33,,
34443,2013,Raigad,GROUNDNUT,0.2,0.6,3000.0,,
34444,2013,Raigad,SESAMUM,0.0,0.0,0.0,,
34449,2013,Raigad,SUNFLOWER,0.0,0.0,0.0,,
34450,2013,Raigad,SOYABEAN,0.0,0.0,0.0,,
34451,2013,Raigad,OILSEEDS,0.2,0.4,2000.0,,
34452,2013,Raigad,SUGARCANE,0.0,0.0,0.0,,
34453,2013,Raigad,COTTON,0.0,0.0,0.0,,
4623,2013,Ratnagiri,RICE,148.9,451.6,3032.91,2992.8,22.84
4625,2013,Ratnagiri,KHARIF SORGHUM,0.0,0.0,0.0,2992.8,22.84
4628,2013,Ratnagiri,PEARL MILLET,0.0,0.0,0.0,2992.8,22.84
4629,2013,Ratnagiri,MAIZE,0.0,0.0,0.0,2992.8,22.84
4630,2013,Ratnagiri,FINGER MILLET,19.3,27.1,1404.15,2992.8,22.84
4633,2013,Ratnagiri,PIGEONPEA,0.1,0.1,1000.0,2992.8,22.84
4634,2013,Ratnagiri,MINOR PULSES,8.4,5.8,690.48,2992.8,22.84
4635,2013,Ratnagiri,GROUNDNUT,4.1,7.6,1853.66,2992.8,22.84
4636,2013,Ratnagiri,SESAMUM,0.2,0.0,0.0,2992.8,22.84
4641,2013,Ratnagiri,SUNFLOWER,0.0,0.0,0.0,2992.8,22.84
4642,2013,Ratnagiri,SOYABEAN,0.0,0.0,0.0,2992.8,22.84
4643,2013,Ratnagiri,OILSEEDS,2.4,3.34,1391.67,2992.8,22.84
4644,2013,Ratnagiri,SUGARCANE,1.1,9.67,8790.91,2992.8,22.84
4645,2013,Ratnagiri,COTTON,0.0,0.0,0.0,2992.8,22.84
35627,2013,Ratnagiri,RICE,148.9,451.6,3032.91,2992.8,22.84
35629,2013,Ratnagiri,KHARIF SORGHUM,0.0,0.0,0.0,2992.8,22.84
35632,2013,Ratnagiri,PEARL MILLET,0.0,0.0,0.0,2992.8,22.84
35633,2013,Ratnagiri,MAIZE,0.0,0.0,0.0,2992.8,22.84
35634,2013,Ratnagiri,FINGER MILLET,19.3,27.1,1404.15,2992.8,22.84
35637,2013,Ratnagiri,PIGEONPEA,0.1,0.1,1000.0,2992.8,22.84
35638,2013,Ratnagiri,MINOR PULSES,8.4,5.8,690.48,2992.8,22.84
35639,2013,Ratnagiri,GROUNDNUT,4.1,7.6,1853.66,2992.8,22.84
35640,2013,Ratnagiri,SESAMUM,0.2,0.0,0.0,2992.8,22.84
35645,2013,Ratnagiri,SUNFLOWER,0.0,0.0,0.0,2992.8,22.84
35646,2013,Ratnagiri,SOYABEAN,0.0,0.0,0.0,2992.8,22.84
35647,2013,Ratnagiri,OILSEEDS,2.4,3.34,1391.67,2992.8,22.84
35648,2013,Ratnagiri,SUGARCANE,1.1,9.67,8790.91,2992.8,22.84
35649,2013,Ratnagiri,COTTON,0.0,0.0,0.0,2992.8,22.84
12995,2013,Sangli,RICE,14.5,25.5,1758.62,463.4,20.59
12997,2013,Sangli,KHARIF SORGHUM,61.8,53.3,862.46,463.4,20.59
13000,2013,Sangli,PEARL MILLET,24.2,7.2,297.52,463.4,20.59
13001,2013,Sangli,MAIZE,47.9,114.5,2390.4,463.4,20.59
13002,2013,Sangli,FINGER MILLET,0.0,0.0,0.0,463.4,20.59
13005,2013,Sangli,PIGEONPEA,6.3,3.3,523.81,463.4,20.59
13006,2013,Sangli,MINOR PULSES,31.2,18.7,599.36,463.4,20.59
13007,2013,Sangli,GROUNDNUT,26.8,30.0,1119.4,463.4,20.59
13008,2013,Sangli,SESAMUM,0.1,0.02,200.0,463.4,20.59
13013,2013,Sangli,SUNFLOWER,2.9,1.49,513.79,463.4,20.59
13014,2013,Sangli,SOYABEAN,77.1,159.6,2070.04,463.4,20.59
13015,2013,Sangli,OILSEEDS,89.4,134.8,1507.83,463.4,20.59
13016,2013,Sangli,SUGARCANE,62.6,746.67,11927.64,463.4,20.59
13017,2013,Sangli,COTTON,2.8,1.12,400.0,463.4,20.59
43999,2013,Sangli,RICE,14.5,25.5,1758.62,463.4,20.59
44001,2013,Sangli,KHARIF SORGHUM,61.8,53.3,862.46,463.4,20.59
44004,2013,Sangli,PEARL MILLET,24.2,7.2,297.52,463.4,20.59
44005,2013,Sangli,MAIZE,47.9,114.5,2390.4,463.4,20.59
44006,2013,Sangli,FINGER MILLET,0.0,0.0,0.0,463.4,20.59
44009,2013,Sangli,PIGEONPEA,6.3,3.3,523.81,463.4,20.59
44010,2013,Sangli,MINOR PULSES,31.2,18.7,599.36,463.4,20.59
44011,2013,Sangli,GROUNDNUT,26.8,30.0,1119.4,463.4,20.59
44012,2013,Sangli,SESAMUM,0.1,0.02,200.0,463.4,20.59
44017,2013,Sangli,SUNFLOWER,2.9,1.49,513.79,463.4,20.59
44018,2013,Sangli,SOYABEAN,77.1,159.6,2070.04,463.4,20.59
44019,2013,Sangli,OILSEEDS,89.4,134.8,1507.83,463.4,20.59
44020,2013,Sangli,SUGARCANE,62.6,746.67,11927.64,463.4,20.59
44021,2013,Sangli,COTTON,2.8,1.12,400.0,463.4,20.59
11799,2013,Satara,RICE,50.4,75.6,1500.0,661.9,20.02
11801,2013,Satara,KHARIF SORGHUM,29.7,52.8,1777.78,661.9,20.02
11804,2013,Satara,PEARL MILLET,30.2,15.6,516.56,661.9,20.02
11805,2013,Satara,MAIZE,25.4,67.1,2641.73,661.9,20.02
11806,2013,Satara,FINGER MILLET,8.0,9.2,1150.0,661.9,20.02
11809,2013,Satara,PIGEONPEA,1.6,0.8,500.0,661.9,20.02
11810,2013,Satara,MINOR PULSES,30.5,15.6,511.48,661.9,20.02
11811,2013,Satara,GROUNDNUT,43.5,71.75,1649.43,661.9,20.02
11812,2013,Satara,SESAMUM,0.1,0.0,0.0,661.9,20.02
11817,2013,Satara,SUNFLOWER,1.2,0.7,583.33,661.9,20.02
11818,2013,Satara,SOYABEAN,46.7,95.56,2046.25,661.9,20.02
11819,2013,Satara,OILSEEDS,93.5,176.2,1884.49,661.9,20.02
11820,2013,Satara,SUGARCANE,59.8,601.52,10058.86,661.9,20.02
11821,2013,Satara,COTTON,0.2,0.09,450.0,661.9,20.02
42803,2013,Satara,RICE,50.4,75.6,1500.0,661.9,20.02
42805,2013,Satara,KHARIF SORGHUM,29.7,52.8,1777.78,661.9,20.02
42808,2013,Satara,PEARL MILLET,30.2,15.6,516.56,661.9,20.02
42809,2013,Satara,MAIZE,25.4,67.1,2641.73,661.9,20.02
42810,2013,Satara,FINGER MILLET,8.0,9.2,1150.0,661.9,20.02
42813,2013,Satara,PIGEONPEA,1.6,0.8,500.0,661.9,20.02
42814,2013,Satara,MINOR PULSES,30.5,15.6,511.48,661.9,20.02
42815,2013,Satara,GROUNDNUT,43.5,71.75,1649.43,661.9,20.02
42816,2013,Satara,SESAMUM,0.1,0.0,0.0,661.9,20.02
42821,2013,Satara,SUNFLOWER,1.2,0.7,583.33,661.9,20.02
42822,2013,Satara,SOYABEAN,46.7,95.56,2046.25,661.9,20.02
42823,2013,Satara,OILSEEDS,93.5,176.2,1884.49,661.9,20.02
42824,2013,Satara,SUGARCANE,59.8,601.52,10058.86,661.9,20.02
42825,2013,Satara,COTTON,0.2,0.09,450.0,661.9,20.02
14191,2013,Solapur,RICE,0.4,0.1,250.0,464.7,21.41
14193,2013,Solapur,KHARIF SORGHUM,0.5,0.2,400.0,464.7,21.41
14196,2013,Solapur,PEARL MILLET,6.3,2.2,349.21,464.7,21.41
14197,2013,Solapur,MAIZE,44.3,97.9,2209.93,464.7,21.41
14198,2013,Solapur,FINGER MILLET,0.0,0.0,0.0,464.7,21.41
14201,2013,Solapur,PIGEONPEA,18.8,9.2,489.36,464.7,21.41
14202,2013,Solapur,MINOR PULSES,91.0,55.9,614.29,464.7,21.41
14203,2013,Solapur,GROUNDNUT,5.0,5.9,1180.0,464.7,21.41
14204,2013,Solapur,SESAMUM,0.3,0.1,333.33,464.7,21.41
14209,2013,Solapur,SUNFLOWER,17.0,12.5,735.29,464.7,21.41
14210,2013,Solapur,SOYABEAN,5.5,9.9,1800.0,464.7,21.41
14211,2013,Solapur,OILSEEDS,60.7,70.9,1168.04,464.7,21.41
14212,2013,Solapur,SUGARCANE,122.6,1048.82,8554.81,464.7,21.41
14213,2013,Solapur,COTTON,0.5,0.13,260.0,464.7,21.41
45195,2013,Solapur,RICE,0.4,0.1,250.0,464.7,21.41
45197,2013,Solapur,KHARIF SORGHUM,0.5,0.2,400.0,464.7,21.41
45200,2013,Solapur,PEARL MILLET,6.3,2.2,349.21,464.7,21.41
45201,2013,Solapur,MAIZE,44.3,97.9,2209.93,464.7,21.41
45202,2013,Solapur,FINGER MILLET,0.0,0.0,0.0,464.7,21.41
45205,2013,Solapur,PIGEONPEA,18.8,9.2,489.36,464.7,21.41
45206,2013,Solapur,MINOR PULSES,91.0,55.9,614.29,464.7,21.41
45207,2013,Solapur,GROUNDNUT,5.0,5.9,1180.0,464.7,21.41
45208,2013,Solapur,SESAMUM,0.3,0.1,333.33,464.7,21.41
45213,2013,Solapur,SUNFLOWER,17.0,12.5,735.29,464.7,21.41
45214,2013,Solapur,SOYABEAN,5.5,9.9,1800.0,464.7,21.41
45215,2013,Solapur,OILSEEDS,60.7,70.9,1168.04,464.7,21.41
45216,2013,Solapur,SUGARCANE,122.6,1048.82,8554.81,464.7,21.41
45217,2013,Solapur,COTTON,0.5,0.13,260.0,464.7,21.41
2231,2013,Thane,RICE,139.6,334.0,2392.55,2102.7,23.1453125
2233,2013,Thane,KHARIF SORGHUM,0.0,0.0,0.0,2102.7,23.1453125
2236,2013,Thane,PEARL MILLET,0.0,0.0,0.0,2102.7,23.1453125
2237,2013,Thane,MAIZE,0.0,0.0,0.0,2102.7,23.1453125
2238,2013,Thane,FINGER MILLET,14.1,11.4,808.51,2102.7,23.1453125
2241,2013,Thane,PIGEONPEA,2.8,1.5,535.71,2102.7,23.1453125
2242,2013,Thane,MINOR PULSES,10.5,4.5,428.57,2102.7,23.1453125
2243,2013,Thane,GROUNDNUT,0.0,0.0,0.0,2102.7,23.1453125
2244,2013,Thane,SESAMUM,0.7,0.2,285.71,2102.7,23.1453125
2249,2013,Thane,SUNFLOWER,0.0,0.0,0.0,2102.7,23.1453125
2250,2013,Thane,SOYABEAN,0.0,0.0,0.0,2102.7,23.1453125
2251,2013,Thane,OILSEEDS,2.9,1.4,482.76,2102.7,23.1453125
2252,2013,Thane,SUGARCANE,0.0,0.0,0.0,2102.7,23.1453125
2253,2013,Thane,COTTON,0.0,0.0,0.0,2102.7,23.1453125
33235,2013,Thane,RICE,139.6,334.0,2392.55,2102.7,23.1453125
33237,2013,Thane,KHARIF SORGHUM,0.0,0.0,0.0,2102.7,23.1453125
33240,2013,Thane,PEARL MILLET,0.0,0.0,0.0,2102.7,23.1453125
33241,2013,Thane,MAIZE,0.0,0.0,0.0,2102.7,23.1453125
33242,2013,Thane,FINGER MILLET,14.1,11.4,808.51,2102.7,23.1453125
33245,2013,Thane,PIGEONPEA,2.8,1.5,535.71,2102.7,23.1453125
33246,2013,Thane,MINOR PULSES,10.5,4.5,428.57,2102.7,23.1453125
33247,2013,Thane,GROUNDNUT,0.0,0.0,0.0,2102.7,23.1453125
33248,2013,Thane,SESAMUM,0.7,0.2,285.71,2102.7,23.1453125
33253,2013,Thane,SUNFLOWER,0.0,0.0,0.0,2102.7,23.1453125
33254,2013,Thane,SOYABEAN,0.0,0.0,0.0,2102.7,23.1453125
33255,2013,Thane,OILSEEDS,2.9,1.4,482.76,2102.7,23.1453125
33256,2013,Thane,SUGARCANE,0.0,0.0,0.0,2102.7,23.1453125
33257,2013,Thane,COTTON,0.0,0.0,0.0,2102.7,23.1453125
27347,2013,Wardha,RICE,0.0,0.0,0.0,874.3,22.31
27349,2013,Wardha,KHARIF SORGHUM,3.0,0.7,233.33,874.3,22.31
27352,2013,Wardha,PEARL MILLET,0.0,0.0,0.0,874.3,22.31
27353,2013,Wardha,MAIZE,0.5,0.5,1000.0,874.3,22.31
27354,2013,Wardha,FINGER MILLET,0.0,0.0,0.0,874.3,22.31
27357,2013,Wardha,PIGEONPEA,70.6,47.6,674.22,874.3,22.31
27358,2013,Wardha,MINOR PULSES,0.5,0.2,400.0,874.3,22.31
27359,2013,Wardha,GROUNDNUT,3.8,5.58,1468.42,874.3,22.31
27360,2013,Wardha,SESAMUM,0.0,0.0,0.0,874.3,22.31
27365,2013,Wardha,SUNFLOWER,0.0,0.0,0.0,874.3,22.31
27366,2013,Wardha,SOYABEAN,185.6,121.7,655.71,874.3,22.31
27367,2013,Wardha,OILSEEDS,184.7,122.36,662.48,874.3,22.31
27368,2013,Wardha,SUGARCANE,3.2,18.75,5859.37,874.3,22.31
27369,2013,Wardha,COTTON,176.9,45.81,258.96,874.3,22.31
58351,2013,Wardha,RICE,0.0,0.0,0.0,874.3,22.31
58353,2013,Wardha,KHARIF SORGHUM,3.0,0.7,233.33,874.3,22.31
58356,2013,Wardha,PEARL MILLET,0.0,0.0,0.0,874.3,22.31
58357,2013,Wardha,MAIZE,0.5,0.5,1000.0,874.3,22.31
58358,2013,Wardha,FINGER MILLET,0.0,0.0,0.0,874.3,22.31
58361,2013,Wardha,PIGEONPEA,70.6,47.6,674.22,874.3,22.31
58362,2013,Wardha,MINOR PULSES,0.5,0.2,400.0,874.3,22.31
58363,2013,Wardha,GROUNDNUT,3.8,5.58,1468.42,874.3,22.31
58364,2013,Wardha,SESAMUM,0.0,0.0,0.0,874.3,22.31
58369,2013,Wardha,SUNFLOWER,0.0,0.0,0.0,874.3,22.31
58370,2013,Wardha,SOYABEAN,185.6,121.7,655.71,874.3,22.31
58371,2013,Wardha,OILSEEDS,184.7,122.36,662.48,874.3,22.31
58372,2013,Wardha,SUGARCANE,3.2,18.75,5859.37,874.3,22.31
58373,2013,Wardha,COTTON,176.9,45.81,258.96,874.3,22.31
26151,2013,Yeotmal,RICE,0.1,0.0,0.0,959.0,22.3428125
26153,2013,Yeotmal,KHARIF SORGHUM,48.3,15.6,322.98,959.0,22.3428125
26156,2013,Yeotmal,PEARL MILLET,0.1,0.1,1000.0,959.0,22.3428125
26157,2013,Yeotmal,MAIZE,0.4,0.5,1250.0,959.0,22.3428125
26158,2013,Yeotmal,FINGER MILLET,0.0,0.0,0.0,959.0,22.3428125
26161,2013,Yeotmal,PIGEONPEA,109.2,80.4,736.26,959.0,22.3428125
26162,2013,Yeotmal,MINOR PULSES,85.9,35.0,407.45,959.0,22.3428125
26163,2013,Yeotmal,GROUNDNUT,10.0,12.5,1250.0,959.0,22.3428125
26164,2013,Yeotmal,SESAMUM,0.5,0.1,200.0,959.0,22.3428125
26169,2013,Yeotmal,SUNFLOWER,0.0,0.0,0.0,959.0,22.3428125
26170,2013,Yeotmal,SOYABEAN,285.6,156.6,548.32,959.0,22.3428125
26171,2013,Yeotmal,OILSEEDS,364.8,212.4,582.24,959.0,22.3428125
26172,2013,Yeotmal,SUGARCANE,6.5,49.07,7549.23,959.0,22.3428125
26173,2013,Yeotmal,COTTON,416.3,126.07,302.83,959.0,22.3428125
57155,2013,Yeotmal,RICE,0.1,0.0,0.0,959.0,22.3428125
57157,2013,Yeotmal,KHARIF SORGHUM,48.3,15.6,322.98,959.0,22.3428125
57160,2013,Yeotmal,PEARL MILLET,0.1,0.1,1000.0,959.0,22.3428125
57161,2013,Yeotmal,MAIZE,0.4,0.5,1250.0,959.0,22.3428125
57162,2013,Yeotmal,FINGER MILLET,0.0,0.0,0.0,959.0,22.3428125
57165,2013,Yeotmal,PIGEONPEA,109.2,80.4,736.26,959.0,22.3428125
57166,2013,Yeotmal,MINOR PULSES,85.9,35.0,407.45,959.0,22.3428125
57167,2013,Yeotmal,GROUNDNUT,10.0,12.5,1250.0,959.0,22.3428125
57168,2013,Yeotmal,SESAMUM,0.5,0.1,200.0,959.0,22.3428125
57173,2013,Yeotmal,SUNFLOWER,0.0,0.0,0.0,959.0,22.3428125
57174,2013,Yeotmal,SOYABEAN,285.6,156.6,548.32,959.0,22.3428125
57175,2013,Yeotmal,OILSEEDS,364.8,212.4,582.24,959.0,22.3428125
57176,2013,Yeotmal,SUGARCANE,6.5,49.07,7549.23,959.0,22.3428125
57177,2013,Yeotmal,COTTON,416.3,126.07,302.83,959.0,22.3428125
9430,2014,Ahmednagar,RICE,8.6,2.2,255.81,363.8,21.27
9432,2014,Ahmednagar,KHARIF SORGHUM,0.0,0.0,0.0,363.8,21.27
9435,2014,Ahmednagar,PEARL MILLET,186.0,107.7,579.03,363.8,21.27
9436,2014,Ahmednagar,MAIZE,97.7,234.1,2396.11,363.8,21.27
9437,2014,Ahmednagar,FINGER MILLET,3.0,3.3,1100.0,363.8,21.27
9440,2014,Ahmednagar,PIGEONPEA,9.1,1.8,197.8,363.8,21.27
9441,2014,Ahmednagar,MINOR PULSES,16.9,10.2,603.55,363.8,21.27
9442,2014,Ahmednagar,GROUNDNUT,5.9,5.1,864.41,363.8,21.27
9443,2014,Ahmednagar,SESAMUM,0.0,0.0,0.0,363.8,21.27
9448,2014,Ahmednagar,SUNFLOWER,0.9,0.4,444.44,363.8,21.27
9449,2014,Ahmednagar,SOYABEAN,58.2,35.9,616.84,363.8,21.27
9450,2014,Ahmednagar,OILSEEDS,67.5,41.9,620.74,363.8,21.27
9451,2014,Ahmednagar,SUGARCANE,122.0,1176.1,9640.16,363.8,21.27
9452,2014,Ahmednagar,COTTON,102.6,17.41,169.69,363.8,21.27
40434,2014,Ahmednagar,RICE,8.6,2.2,255.81,363.8,21.27
40436,2014,Ahmednagar,KHARIF SORGHUM,0.0,0.0,0.0,363.8,21.27
40439,2014,Ahmednagar,PEARL MILLET,186.0,107.7,579.03,363.8,21.27
40440,2014,Ahmednagar,MAIZE,97.7,234.1,2396.11,363.8,21.27
40441,2014,Ahmednagar,FINGER MILLET,3.0,3.3,1100.0,363.8,21.27
40444,2014,Ahmednagar,PIGEONPEA,9.1,1.8,197.8,363.8,21.27
40445,2014,Ahmednagar,MINOR PULSES,16.9,10.2,603.55,363.8,21.27
40446,2014,Ahmednagar,GROUNDNUT,5.9,5.1,864.41,363.8,21.27
40447,2014,Ahmednagar,SESAMUM,0.0,0.0,0.0,363.8,21.27
40452,2014,Ahmednagar,SUNFLOWER,0.9,0.4,444.44,363.8,21.27
40453,2014,Ahmednagar,SOYABEAN,58.2,35.9,616.84,363.8,21.27
40454,2014,Ahmednagar,OILSEEDS,67.5,41.9,620.74,363.8,21.27
40455,2014,Ahmednagar,SUGARCANE,122.0,1176.1,9640.16,363.8,21.27
40456,2014,Ahmednagar,COTTON,102.6,17.41,169.69,363.8,21.27
23782,2014,Akola,RICE,0.0,0.0,0.0,659.8,23.426875
23784,2014,Akola,KHARIF SORGHUM,22.5,22.6,1004.44,659.8,23.426875
23787,2014,Akola,PEARL MILLET,0.5,0.1,200.0,659.8,23.426875
23788,2014,Akola,MAIZE,0.9,1.1,1222.22,659.8,23.426875
23789,2014,Akola,FINGER MILLET,0.0,0.0,0.0,659.8,23.426875
23792,2014,Akola,PIGEONPEA,102.4,35.8,349.61,659.8,23.426875
23793,2014,Akola,MINOR PULSES,49.7,10.9,219.32,659.8,23.426875
23794,2014,Akola,GROUNDNUT,3.9,5.3,1358.97,659.8,23.426875
23795,2014,Akola,SESAMUM,1.0,0.1,100.0,659.8,23.426875
23800,2014,Akola,SUNFLOWER,0.1,0.0,0.0,659.8,23.426875
23801,2014,Akola,SOYABEAN,529.6,190.9,360.46,659.8,23.426875
23802,2014,Akola,OILSEEDS,535.8,196.8,367.3,659.8,23.426875
23803,2014,Akola,SUGARCANE,0.2,0.58,2900.0,659.8,23.426875
23804,2014,Akola,COTTON,167.2,25.09,150.06,659.8,23.426875
54786,2014,Akola,RICE,0.0,0.0,0.0,659.8,23.426875
54788,2014,Akola,KHARIF SORGHUM,22.5,22.6,1004.44,659.8,23.426875
54791,2014,Akola,PEARL MILLET,0.5,0.1,200.0,659.8,23.426875
54792,2014,Akola,MAIZE,0.9,1.1,1222.22,659.8,23.426875
54793,2014,Akola,FINGER MILLET,0.0,0.0,0.0,659.8,23.426875
54796,2014,Akola,PIGEONPEA,102.4,35.8,349.61,659.8,23.426875
54797,2014,Akola,MINOR PULSES,49.7,10.9,219.32,659.8,23.426875
54798,2014,Akola,GROUNDNUT,3.9,5.3,1358.97,659.8,23.426875
54799,2014,Akola,SESAMUM,1.0,0.1,100.0,659.8,23.426875
54804,2014,Akola,SUNFLOWER,0.1,0.0,0.0,659.8,23.426875
54805,2014,Akola,SOYABEAN,529.6,190.9,360.46,659.8,23.426875
54806,2014,Akola,OILSEEDS,535.8,196.8,367.3,659.8,23.426875
54807,2014,Akola,SUGARCANE,0.2,0.58,2900.0,659.8,23.426875
54808,2014,Akola,COTTON,167.2,25.09,150.06,659.8,23.426875
24978,2014,Amarawati,RICE,5.3,1.6,301.89,726.8,22.58
24980,2014,Amarawati,KHARIF SORGHUM,26.8,27.4,1022.39,726.8,22.58
24983,2014,Amarawati,PEARL MILLET,0.0,0.0,0.0,726.8,22.58
24984,2014,Amarawati,MAIZE,2.6,1.8,692.31,726.8,22.58
24985,2014,Amarawati,FINGER MILLET,0.0,0.0,0.0,726.8,22.58
24988,2014,Amarawati,PIGEONPEA,103.8,36.8,354.53,726.8,22.58
24989,2014,Amarawati,MINOR PULSES,30.1,4.6,152.82,726.8,22.58
24990,2014,Amarawati,GROUNDNUT,5.8,7.7,1327.59,726.8,22.58
24991,2014,Amarawati,SESAMUM,0.0,0.0,0.0,726.8,22.58
24996,2014,Amarawati,SUNFLOWER,0.2,0.0,0.0,726.8,22.58
24997,2014,Amarawati,SOYABEAN,370.6,128.3,346.2,726.8,22.58
24998,2014,Amarawati,OILSEEDS,377.6,136.5,361.49,726.8,22.58
24999,2014,Amarawati,SUGARCANE,0.4,1.61,4025.0,726.8,22.58
25000,2014,Amarawati,COTTON,196.5,35.32,179.75,726.8,22.58
55982,2014,Amarawati,RICE,5.3,1.6,301.89,726.8,22.58
55984,2014,Amarawati,KHARIF SORGHUM,26.8,27.4,1022.39,726.8,22.58
55987,2014,Amarawati,PEARL MILLET,0.0,0.0,0.0,726.8,22.58
55988,2014,Amarawati,MAIZE,2.6,1.8,692.31,726.8,22.58
55989,2014,Amarawati,FINGER MILLET,0.0,0.0,0.0,726.8,22.58
55992,2014,Amarawati,PIGEONPEA,103.8,36.8,354.53,726.8,22.58
55993,2014,Amarawati,MINOR PULSES,30.1,4.6,152.82,726.8,22.58
55994,2014,Amarawati,GROUNDNUT,5.8,7.7,1327.59,726.8,22.58
55995,2014,Amarawati,SESAMUM,0.0,0.0,0.0,726.8,22.58
